atom_id,distance_um,load_count,offload_count,busy_time_us,waiting_time_us,gate_CZ
Q000,52.0,2,2,504.6,1016.9,2
Q001,26.0,1,1,252.60000000000002,1268.9,2
Q002,36.0,1,1,272.6,1248.9,2
Q003,62.0,2,2,524.5999999999999,996.9000000000001,2
Q004,26.0,1,1,252.60000000000002,1268.9,2
Q005,0.0,0,0,0.6000000000000227,1520.9,2
Q006,0.0,0,0,0.599999999999909,1520.9,2
Q007,26.0,1,1,252.60000000000002,1268.9,2
