atom_id,distance_um,load_count,offload_count,busy_time_us,waiting_time_us,gate_CZ
Q000,26.0,1,1,252.5999999999999,1026.6000000000001,2
Q001,0.0,0,0,0.599999999999909,1278.6000000000001,2
Q002,62.0,2,2,524.5999999999999,754.6000000000001,2
Q003,0.0,0,0,0.599999999999909,1278.6000000000001,2
Q004,52.0,2,2,504.5999999999999,774.6000000000001,2
Q005,26.0,1,1,252.5999999999999,1026.6000000000001,2
Q006,62.0,2,2,524.5999999999999,754.6000000000001,2
Q007,0.0,0,0,0.5999999999999659,1278.6000000000001,2
